op,canonical_id,datetime_utc,currency,name_raw,name_canonical,actual,forecast,previous,forecast_origin,set_fields,old,reason,evidence
delete,jpy_boj_interest_rate_decision,2026-07-31 02:30:00,,,,,,,,,"{""actual"": null, ""forecast"": 1.0, ""previous"": 1.0, ""forecast_origin"": ""ff"", ""jb_status"": null}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_boj_interest_rate_decision,2026-07-31 02:50:00,,,,,,,,,"{""actual"": null, ""forecast"": 1.0, ""previous"": 1.0, ""forecast_origin"": ""ff"", ""jb_status"": null}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,chf_retail_sales,2026-09-01 06:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 1.6, ""previous"": 1.5, ""forecast_origin"": ""ff"", ""jb_status"": ""Good Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2026-09-01 06:33:00 actual=2.3 forecast=1.6 previous=1.9 in the parquet
delete,jpy_boj_interest_rate_decision,2026-09-16 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 1.25, ""previous"": 1.0, ""forecast_origin"": ""jb"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_boj_interest_rate_decision,2026-09-18 02:30:00,,,,,,,,,"{""actual"": null, ""forecast"": 1.25, ""previous"": 1.0, ""forecast_origin"": ""ff"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
insert,jpy_gdp,2023-02-13 23:50:00,JPY,Prelim GDP q/q,GDP q/q,0.2,0.5,-0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=feb13.2023
insert,jpy_gdp,2023-05-16 23:50:00,JPY,Prelim GDP q/q,GDP q/q,0.4,0.2,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=may16.2023
insert,usd_core_cpi,2023-08-10 12:30:00,USD,Core CPI m/m,Core CPI y/y,0.2,0.2,0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=aug10.2023
insert,jpy_gdp,2023-08-14 23:50:00,JPY,Prelim GDP q/q,GDP q/q,1.5,0.8,0.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=aug14.2023
insert,jpy_gdp,2023-11-14 23:50:00,JPY,Prelim GDP q/q,GDP q/q,-0.5,-0.1,1.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=nov14.2023
insert,chf_gdp,2023-12-01 08:00:00,CHF,GDP q/q,GDP q/q,0.3,0.1,-0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2023
insert,chf_procurech_manufacturing_pmi,2023-12-01 08:30:00,CHF,Manufacturing PMI,procure.ch Manufacturing PMI,42.1,42.0,40.6,ff,,,publication missing from the parquet (historical id of the same series),https://www.forexfactory.com/calendar?day=dec1.2023
insert,gbp_s_p_global_cips_manufacturing_pmi,2023-12-01 09:30:00,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,47.2,46.7,46.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2023
insert,cad_employment_change,2023-12-01 13:30:00,CAD,Employment Change,Employment Change,24.9,14.2,17.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2023
insert,cad_unemployment_rate,2023-12-01 13:30:00,CAD,Unemployment Rate,Unemployment Rate,5.8,5.8,5.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2023
insert,cad_s_p_global_manufacturing_pmi,2023-12-01 14:30:00,CAD,Manufacturing PMI,S&P Global Manufacturing PMI,47.7,,48.6,ff_blank,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2023
insert,usd_ism_manufacturing_pmi,2023-12-01 15:00:00,USD,ISM Manufacturing PMI,ISM Manufacturing PMI,46.7,47.9,46.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2023
insert,aud_company_operating_profits,2023-12-04 00:30:00,AUD,Company Operating Profits q/q,Company Operating Profits q/q,-1.3,1.2,-12.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec3.2023
insert,chf_cpi,2023-12-04 07:30:00,CHF,CPI m/m,CPI y/y,-0.2,0.0,0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec4.2023
insert,jpy_tokyo_core_cpi,2023-12-04 23:30:00,JPY,Tokyo Core CPI y/y,Tokyo Core CPI y/y,2.3,2.4,2.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec4.2023
insert,aud_rba_interest_rate_decision,2023-12-05 03:30:00,AUD,Cash Rate,RBA Interest Rate Decision,4.35,4.35,4.35,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec4.2023
insert,gbp_s_p_global_cips_services_pmi,2023-12-05 09:30:00,GBP,Final Services PMI,S&P Global/CIPS Services PMI,50.9,50.5,50.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec5.2023
insert,eur_ppi,2023-12-05 10:00:00,EUR,PPI m/m,PPI y/y,0.2,0.2,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec5.2023
insert,usd_ism_non_manufacturing_pmi,2023-12-05 15:00:00,USD,ISM Services PMI,ISM Non-Manufacturing PMI,52.7,52.2,51.8,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec5.2023
insert,usd_jolts_job_openings,2023-12-05 15:00:00,USD,JOLTS Job Openings,JOLTS Job Openings,8.73,9.31,9.35,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec5.2023
insert,aud_gdp,2023-12-06 00:30:00,AUD,GDP q/q,GDP q/q,0.2,0.5,0.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec5.2023
insert,eur_retail_sales,2023-12-06 10:00:00,EUR,Retail Sales m/m,Retail Sales m/m,0.1,0.2,-0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec6.2023
insert,usd_adp_nonfarm_employment_change,2023-12-06 13:15:00,USD,ADP Non-Farm Employment Change,ADP Nonfarm Employment Change,103.0,131.0,106.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec6.2023
insert,cad_boc_interest_rate_decision,2023-12-06 15:00:00,CAD,Overnight Rate,BoC Interest Rate Decision,5.0,5.0,5.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec6.2023
insert,chf_unemployment_rate,2023-12-07 06:45:00,CHF,Unemployment Rate,Unemployment Rate,2.1,2.1,2.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec7.2023
insert,usd_initial_jobless_claims,2023-12-07 13:30:00,USD,Unemployment Claims,Initial Jobless Claims,220.0,221.0,219.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec7.2023
insert,jpy_labor_cash_earnings,2023-12-07 23:30:00,JPY,Average Cash Earnings y/y,Labor Cash Earnings y/y,1.5,1.0,0.6,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec7.2023
insert,usd_average_hourly_earnings,2023-12-08 13:30:00,USD,Average Hourly Earnings m/m,Average Hourly Earnings y/y,0.4,0.3,0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec8.2023
insert,usd_nonfarm_payrolls,2023-12-08 13:30:00,USD,Non-Farm Employment Change,Nonfarm Payrolls,199.0,184.0,150.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec8.2023
insert,usd_unemployment_rate,2023-12-08 13:30:00,USD,Unemployment Rate,Unemployment Rate,3.7,3.9,3.9,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec8.2023
insert,jpy_ppi,2023-12-11 23:50:00,JPY,PPI y/y,PPI y/y,0.3,0.1,0.9,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec11.2023
insert,gbp_average_weekly_earnings_total_pay,2023-12-12 07:00:00,GBP,Average Earnings Index 3m/y,"Average Weekly Earnings, Total Pay y/y",7.2,7.7,8.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec12.2023
insert,gbp_claimant_count_change,2023-12-12 07:00:00,GBP,Claimant Count Change,Claimant Count Change,16.0,20.3,8.9,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec12.2023
insert,gbp_unemployment_rate,2023-12-12 07:00:00,GBP,Unemployment Rate,Unemployment Rate,4.2,4.2,4.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec12.2023
insert,usd_core_cpi,2023-12-12 13:30:00,USD,Core CPI m/m,Core CPI y/y,0.3,0.3,0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec12.2023
insert,usd_cpi,2023-12-12 13:30:00,USD,CPI y/y,CPI y/y,3.1,3.1,3.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec12.2023
insert,gbp_gdp,2023-12-13 07:00:00,GBP,GDP m/m,GDP m/m,-0.3,-0.1,0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,gbp_industrial_production,2023-12-13 07:00:00,GBP,Industrial Production m/m,Industrial Production m/m,-0.8,-0.1,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,usd_ppi,2023-12-13 13:30:00,USD,PPI m/m,PPI y/y,0.0,0.0,-0.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,usd_fed_interest_rate_decision,2023-12-13 19:00:00,USD,Federal Funds Rate,Fed Interest Rate Decision,5.5,5.5,5.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,nzd_gdp,2023-12-13 21:45:00,NZD,GDP q/q,GDP q/q,-0.3,0.2,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,jpy_core_machinery_orders,2023-12-13 23:50:00,JPY,Core Machinery Orders m/m,Core Machinery Orders m/m,0.7,-0.4,1.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,aud_employment_change,2023-12-14 00:30:00,AUD,Employment Change,Employment Change,61.5,10.6,42.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,aud_unemployment_rate,2023-12-14 00:30:00,AUD,Unemployment Rate,Unemployment Rate,3.9,3.8,3.8,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec13.2023
insert,chf_ppi,2023-12-14 07:30:00,CHF,PPI m/m,PPI y/y,-0.9,0.1,0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec14.2023
insert,chf_snb_interest_rate_decision,2023-12-14 08:30:00,CHF,SNB Policy Rate,SNB Interest Rate Decision,1.75,1.75,1.75,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec14.2023
insert,gbp_boe_interest_rate_decision,2023-12-14 12:00:00,GBP,Official Bank Rate,BoE Interest Rate Decision,5.25,5.25,5.25,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec14.2023
insert,eur_ecb_interest_rate_decision,2023-12-14 13:15:00,EUR,Main Refinancing Rate,ECB Interest Rate Decision,4.5,4.5,4.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec14.2023
insert,usd_import_prices,2023-12-14 13:30:00,USD,Import Prices m/m,Import Prices m/m,-0.4,-0.7,-0.6,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec14.2023
insert,usd_initial_jobless_claims,2023-12-14 13:30:00,USD,Unemployment Claims,Initial Jobless Claims,202.0,219.0,221.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec14.2023
insert,usd_retail_sales,2023-12-14 13:30:00,USD,Retail Sales m/m,Retail Sales m/m,0.3,-0.1,-0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec14.2023
insert,usd_industrial_production,2023-12-15 14:15:00,USD,Industrial Production m/m,Industrial Production m/m,0.2,0.3,-0.9,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec15.2023
insert,nzd_businessnz_services_index,2023-12-17 21:30:00,NZD,BusinessNZ Services Index,BusinessNZ Services Index,51.2,,49.2,ff_blank,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec17.2023
insert,jpy_boj_interest_rate_decision,2023-12-19 02:49:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,-0.1,-0.1,-0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec18.2023
insert,cad_common_cpi,2023-12-19 13:30:00,CAD,Common CPI y/y,Common CPI y/y,3.9,4.0,4.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec19.2023
insert,cad_cpi,2023-12-19 13:30:00,CAD,CPI m/m,CPI y/y,0.1,-0.1,0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec19.2023
insert,cad_ippi,2023-12-19 13:30:00,CAD,IPPI m/m,IPPI y/y,-0.4,-0.7,-0.9,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec19.2023
insert,cad_median_cpi,2023-12-19 13:30:00,CAD,Median CPI y/y,Median CPI y/y,3.4,3.3,3.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec19.2023
insert,cad_trimmed_cpi,2023-12-19 13:30:00,CAD,Trimmed CPI y/y,Trimmed CPI y/y,3.5,3.4,3.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec19.2023
insert,gbp_core_cpi,2023-12-20 07:00:00,GBP,Core CPI y/y,Core CPI y/y,5.1,5.6,5.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec20.2023
insert,gbp_cpi,2023-12-20 07:00:00,GBP,CPI y/y,CPI y/y,3.9,4.3,4.6,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec20.2023
insert,gbp_ppi_output,2023-12-20 07:00:00,GBP,PPI Output m/m,PPI Output y/y,-0.1,-0.1,0.3,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec20.2023
insert,cad_retail_sales,2023-12-21 13:30:00,CAD,Retail Sales m/m,Retail Sales m/m,0.7,0.8,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec21.2023
insert,usd_initial_jobless_claims,2023-12-21 13:30:00,USD,Unemployment Claims,Initial Jobless Claims,205.0,214.0,203.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec21.2023
insert,jpy_cpi,2023-12-21 23:30:00,JPY,National Core CPI y/y,CPI y/y,2.5,2.5,2.9,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec21.2023
insert,gbp_retail_sales,2023-12-22 07:00:00,GBP,Retail Sales m/m,Retail Sales m/m,1.3,0.4,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec22.2023
insert,cad_gdp,2023-12-22 13:30:00,CAD,GDP m/m,GDP q/q,0.0,0.2,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec22.2023
insert,usd_core_pce_price_index,2023-12-22 13:30:00,USD,Core PCE Price Index m/m,Core PCE Price Index y/y,0.1,0.2,0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec22.2023
insert,usd_durable_goods_orders,2023-12-22 13:30:00,USD,Durable Goods Orders m/m,Durable Goods Orders m/m,5.4,2.4,-5.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec22.2023
insert,usd_personal_income,2023-12-22 13:30:00,USD,Personal Income m/m,Personal Income m/m,0.4,0.4,0.3,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec22.2023
insert,usd_personal_spending,2023-12-22 13:30:00,USD,Personal Spending m/m,Personal Spending m/m,0.2,0.3,0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec22.2023
insert,jpy_unemployment_rate,2023-12-25 23:30:00,JPY,Unemployment Rate,Unemployment Rate,2.5,2.5,2.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec25.2023
insert,jpy_sppi,2023-12-25 23:50:00,JPY,SPPI y/y,SPPI y/y,2.3,2.4,2.3,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec25.2023
insert,jpy_core_cpi,2023-12-26 05:00:00,JPY,BOJ Core CPI y/y,Core CPI y/y,2.7,3.0,3.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec26.2023
insert,jpy_prelim_industrial_production,2023-12-27 23:50:00,JPY,Prelim Industrial Production m/m,Prelim Industrial Production m/m,-0.9,-1.7,1.3,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec27.2023
insert,jpy_retail_sales,2023-12-27 23:50:00,JPY,Retail Sales y/y,Retail Sales m/m,5.3,5.1,4.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec27.2023
insert,usd_initial_jobless_claims,2023-12-28 13:30:00,USD,Unemployment Claims,Initial Jobless Claims,218.0,211.0,206.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec28.2023
insert,jpy_gdp,2024-02-14 23:50:00,JPY,Prelim GDP q/q,GDP q/q,-0.1,0.2,-0.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=feb14.2024
insert,usd_core_cpi,2024-04-10 12:30:00,USD,Core CPI m/m,Core CPI y/y,0.4,0.3,0.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr10.2024
insert,jpy_gdp,2024-05-15 23:50:00,JPY,Prelim GDP q/q,GDP q/q,-0.5,-0.3,0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=may15.2024
insert,jpy_gdp,2024-08-14 23:50:00,JPY,Prelim GDP q/q,GDP q/q,0.8,0.6,-0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=aug14.2024
insert,usd_personal_income,2024-10-31 12:30:00,USD,Personal Income m/m,Personal Income m/m,0.3,0.3,0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=oct31.2024
insert,jpy_gdp,2024-11-14 23:50:00,JPY,Prelim GDP q/q,GDP q/q,0.2,0.2,0.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=nov14.2024
insert,jpy_capital_spending,2024-12-01 23:50:00,JPY,Capital Spending q/y,Capital Spending q/y,8.1,6.7,7.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2024
insert,aud_company_operating_profits,2024-12-02 00:30:00,AUD,Company Operating Profits q/q,Company Operating Profits q/q,-4.6,0.6,-6.8,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2024
insert,aud_retail_sales,2024-12-02 00:30:00,AUD,Retail Sales m/m,Retail Sales m/m,0.6,0.4,0.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec1.2024
insert,jpy_boj_interest_rate_decision,2024-12-19 02:52:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.25,0.25,0.25,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec18.2024
insert,jpy_boj_interest_rate_decision,2025-01-24 03:23:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.5,0.5,0.25,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=jan23.2025
insert,jpy_gdp,2025-02-16 23:50:00,JPY,Prelim GDP q/q,GDP q/q,0.7,0.3,0.3,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=feb16.2025
insert,jpy_boj_interest_rate_decision,2025-03-19 02:25:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.5,0.5,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=mar18.2025
insert,jpy_boj_interest_rate_decision,2025-05-01 03:03:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.5,0.5,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr30.2025
insert,jpy_gdp,2025-05-15 23:50:00,JPY,Prelim GDP q/q,GDP q/q,-0.2,-0.1,0.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=may15.2025
insert,jpy_boj_interest_rate_decision,2025-06-17 03:30:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.5,0.5,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=jun16.2025
insert,cad_trimmed_cpi,2025-06-24 12:30:00,CAD,Trimmed CPI y/y,Trimmed CPI y/y,3.0,3.0,3.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=jun24.2025
insert,jpy_boj_interest_rate_decision,2025-07-31 02:57:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.5,0.5,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=jul30.2025
insert,usd_ppi,2025-08-14 12:30:00,USD,PPI m/m,PPI y/y,0.9,0.2,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=aug14.2025
insert,jpy_gdp,2025-08-14 23:50:00,JPY,Prelim GDP q/q,GDP q/q,0.3,0.1,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=aug14.2025
insert,aud_household_spending,2025-09-04 01:30:00,AUD,Household Spending m/m,Household Spending m/m,0.5,0.5,0.3,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=sep3.2025
insert,usd_ppi,2025-09-10 12:30:00,USD,PPI m/m,PPI y/y,-0.1,0.3,0.7,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=sep10.2025
insert,jpy_boj_interest_rate_decision,2025-09-19 03:47:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.5,0.5,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=sep18.2025
insert,chf_snb_interest_rate_decision,2025-09-25 07:30:00,CHF,SNB Policy Rate,SNB Interest Rate Decision,0.0,0.0,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=sep25.2025
insert,jpy_gdp,2025-11-16 23:50:00,JPY,Prelim GDP q/q,GDP q/q,-0.4,-0.6,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=nov16.2025
insert,chf_snb_interest_rate_decision,2025-12-11 08:30:00,CHF,SNB Policy Rate,SNB Interest Rate Decision,0.0,0.0,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec11.2025
insert,cad_trimmed_cpi,2025-12-15 13:30:00,CAD,Trimmed CPI y/y,Trimmed CPI y/y,2.8,2.9,3.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec15.2025
insert,jpy_boj_interest_rate_decision,2025-12-19 03:19:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.75,0.75,0.5,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=dec18.2025
insert,usd_gdp,2025-12-23 13:30:00,USD,Advance GDP q/q,GDP q/q,4.3,3.3,3.8,ff,,,"Q3 2025 first GDP estimate: the advance release was cancelled (shutdown); BEA's initial estimate of 2025-12-23 is the first print. FF lists it as 'Prelim GDP q/q' (a telemetry name for USD), recorded here under the Advance series so it is scored as the first release",https://www.forexfactory.com/calendar?day=dec23.2025 (Prelim GDP q/q 4.3% / 3.3% / 3.8%)
insert,aud_cpi,2026-02-25 00:30:00,AUD,CPI y/y,CPI y/y,3.8,3.7,3.8,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=feb24.2026
insert,aud_monthly_trimmed_mean_cpi,2026-02-25 00:30:00,AUD,Trimmed Mean CPI m/m,Monthly Trimmed Mean CPI m/m,0.3,0.4,0.2,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=feb24.2026
insert,chf_snb_interest_rate_decision,2026-03-19 08:30:00,CHF,SNB Policy Rate,SNB Interest Rate Decision,0.0,0.0,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=mar19.2026
insert,usd_average_hourly_earnings,2026-04-03 12:30:00,USD,Average Hourly Earnings m/m,Average Hourly Earnings y/y,0.2,0.3,0.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr3.2026
insert,usd_nonfarm_payrolls,2026-04-03 12:30:00,USD,Non-Farm Employment Change,Nonfarm Payrolls,178.0,65.0,-133.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr3.2026
insert,usd_unemployment_rate,2026-04-03 12:30:00,USD,Unemployment Rate,Unemployment Rate,4.3,4.4,4.4,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr3.2026
insert,usd_ism_non_manufacturing_pmi,2026-04-06 14:00:00,USD,ISM Services PMI,ISM Non-Manufacturing PMI,54.0,54.8,56.1,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr6.2026
insert,aud_household_spending,2026-04-07 01:30:00,AUD,Household Spending m/m,Household Spending m/m,0.3,0.2,0.3,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr6.2026
insert,jpy_boj_interest_rate_decision,2026-04-28 03:04:00,JPY,BOJ Policy Rate,BoJ Interest Rate Decision,0.75,0.75,0.75,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=apr27.2026
insert,chf_snb_interest_rate_decision,2026-06-18 07:30:00,CHF,SNB Policy Rate,SNB Interest Rate Decision,0.0,0.0,0.0,ff,,,publication missing from the parquet,https://www.forexfactory.com/calendar?day=jun18.2026
update,chf_ppi,2023-01-19 07:30:00,,,,,,,,"{""actual"": -0.7, ""forecast"": -0.4, ""previous"": -0.5, ""forecast_origin"": ""ff"", ""jb_status"": null}","{""actual"": -0.6, ""forecast"": -0.6, ""previous"": -0.9, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",placeholder/consensus/value corrected from the FF calendar page,https://www.forexfactory.com/calendar?day=jan19.2023
update,nzd_businessnz_manufacturing_index,2023-01-19 21:30:00,,,,,,,,"{""forecast"": null, ""forecast_origin"": ""ff_blank""}","{""actual"": 47.2, ""forecast"": 0.0, ""previous"": 47.2, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}",placeholder/consensus/value corrected from the FF calendar page,https://www.forexfactory.com/calendar?day=jan19.2023
update,cad_gdp,2023-02-28 13:30:00,,,,,,,,"{""forecast"": 0.0, ""forecast_origin"": ""ff""}","{""actual"": -0.1, ""forecast"": 0.0, ""previous"": 0.1, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",placeholder/consensus/value corrected from the FF calendar page,https://www.forexfactory.com/calendar?day=feb28.2023
update,gbp_industrial_production,2023-03-10 07:00:00,,,,,,,,"{""forecast"": 0.0, ""forecast_origin"": ""ff""}","{""actual"": -0.3, ""forecast"": 0.0, ""previous"": 0.3, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",placeholder/consensus/value corrected from the FF calendar page,https://www.forexfactory.com/calendar?day=mar10.2023
